  ,Itt,par,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18,par19,par20,par21,par22,par23,par24,par25,par26,par27,par28,par29,par30,par31,par32,par33,par34,par35,par36,par37,par38
23,21150,38,2.46E-03,7.687,8.494,9.994,4.885,3.072,9.75,11.06,5.641,3.219,13.2,6.399,4.071,3.288,1.859,1.352,158.3,247.2,214.4,163.2,72.61,30.56,386.5,334.8,255.5,113.4,48.08,290.5,221.1,98.39,41.44,169,74.89,31.92,33.39,14.08,6.164,0.2378
24,21200,38,3.79E-03,9.286,9.729,12.01,5.696,4.069,10.56,12.58,6.237,4.093,15.83,7.426,5.38,3.717,2.401,1.912,192.8,302,261.7,200.7,89.8,38.5,474.1,410.1,315.3,140.7,60.8,355.4,272.5,122,52.33,209.9,93.56,40.59,41.91,18.01,8.003,0.2383
25,21250,38,3.91E-03,10.61,11.56,13.37,6.561,4.144,13.08,14.62,7.513,4.304,17.15,8.349,5.307,4.349,2.423,1.757,198.4,313,270,208.3,93.14,40.86,494.8,426.1,329.5,147,64.95,367.6,283.5,126.8,55.68,219.7,97.86,43.4,43.83,19.26,8.71,0.237
26,21300,38,5.99E-03,7.881,8.405,10.26,4.782,3.289,9.219,10.98,5.301,3.398,13.58,6.279,4.344,3.085,1.932,1.454,183.7,289.1,250.3,193,87.28,37.76,456.1,394.2,304.8,137.5,59.99,341.2,263.1,119,51.55,204,91.93,40.35,41.64,18.11,8.181,0.236
27,21350,38,6.19E-03,5.186,5.594,6.53,3.019,1.972,6.34,7.031,3.47,1.969,8.516,3.863,2.615,1.968,1.095,0.9022,159.9,254.8,218.4,170.2,75.95,34.15,406.9,348.1,272.2,121.2,54.96,298.2,232.6,103.8,46.74,182.3,81.05,37,36.29,16.41,7.738,0.2356
28,21400,38,3.08E-03,8.877,9.462,11.1,5.046,3.445,10.44,11.87,5.682,3.534,14.09,6.396,4.391,3.19,1.892,1.453,116.4,185.8,158.9,124.5,55.34,25.5,297.8,254,199.9,88.64,41.34,217.1,170.2,75.71,34.96,134.4,59.48,27.96,26.54,12.34,6.015,0.2352
29,21450,38,2.74E-03,9.653,10.32,12.37,5.849,4.024,11.34,13.26,6.471,4.152,16.23,7.661,5.343,3.791,2.435,1.875,154.8,246.7,212.2,163.8,74.25,33,394.2,338.2,262.2,118.5,53.22,290.7,224.6,101.8,45.3,174.7,78.73,35.63,35.73,15.95,7.458,0.2372
30,21500,38,6.35E-03,10.25,10.8,13.06,5.917,4.228,11.79,13.76,6.474,4.213,16.96,7.622,5.533,3.619,2.364,1.966,120.6,193.4,165.5,129.1,58.24,26.08,310.7,265.3,207.7,93.37,42.23,227,177,79.95,35.84,139,62.36,28.41,28.25,12.69,5.956,0.2372
31,21550,38,2.65E-03,7.606,8.253,9.621,4.665,3.056,9.294,10.54,5.296,3.172,12.46,6.033,3.945,3.066,1.82,1.355,129.8,205.9,176.4,137.6,60.56,26.58,327.5,279.9,219.2,96.24,42.71,239.8,187.1,82.43,36.25,147,64.42,28.83,28.49,12.63,5.887,0.2352
32,21600,38,6.00E-03,9.33,10.15,11.89,5.843,3.816,11.38,12.97,6.593,3.98,15.46,7.559,4.987,3.877,2.331,1.723,169.4,270.2,231.5,181.2,81.02,36.61,432.1,369.3,290.1,129.3,58.97,316.4,247.6,110.8,50.08,195.1,86.71,39.81,38.86,17.6,8.297,0.2316
33,21650,38,5.03E-03,9.553,10.3,12.09,5.852,3.881,11.32,13.1,6.466,4.1,15.68,7.54,5.05,3.744,2.369,1.695,162,257.6,220.7,172.6,76.48,34.61,410.7,351,275.5,121.6,55.4,300.7,235.1,104.3,47.19,185,81.49,37.32,36.23,16.41,7.64,0.2318
34,21700,38,1.37E-03,6.916,7.009,8.892,4.076,3.174,7.278,9.074,4.252,3.147,11.76,5.346,4.193,2.534,1.87,1.557,149.9,240.4,204.5,161.4,71.04,32.65,386.2,328,259.6,113.9,52.61,279.1,220.2,97,44.58,174.8,76.55,35.58,33.81,15.59,7.4,0.2369
35,21750,38,5.80E-03,7.553,8.17,9.299,4.68,2.989,9.076,10.16,5.237,3.149,11.83,5.907,3.8,3.079,1.844,1.296,141.6,224.8,193.5,150.7,67.99,30.45,357.5,307.2,239.8,107.9,48.54,264.5,205.9,92.97,41.62,161.1,72.35,32.72,32.74,14.68,6.745,0.2344
36,21800,38,1.20E-03,10.62,10.86,13.1,5.969,4.433,11.4,13.53,6.317,4.432,16.58,7.535,5.586,3.573,2.478,1.973,107.8,170.6,147.2,115.4,52.28,23.28,271.1,233,183.8,82.74,37.22,201.1,157.6,71.44,31.8,124.9,55.99,25.41,25.43,11.33,5.25,0.2338
37,21850,38,3.52E-03,10.98,11.35,14.4,6.713,5.065,12,14.95,7.067,5.086,19.14,8.901,6.722,4.224,3.079,2.488,144,227.4,196.9,153.6,70.21,31.04,360,311,243.4,110.8,49.31,269.3,210,96.05,42.45,164.8,74.84,33.49,34.34,15.16,6.894,0.2356
38,21900,38,6.13E-03,7.105,7.405,9.082,4.203,3.061,8.003,9.612,4.57,3.086,11.94,5.518,3.972,2.674,1.793,1.423,159.8,254.4,218.6,171.5,77.54,34.6,406,348.2,274,123.5,55.44,299.2,234.7,106.1,47.37,185.2,83.31,37.63,37.73,16.88,7.749,0.2343
39,21950,38,3.94E-03,7.774,8.366,10.13,4.791,3.282,9.268,11.05,5.344,3.444,13.5,6.404,4.338,3.146,2.014,1.481,162.5,258.6,222.3,173.9,78.57,34.41,412.2,353.8,277.5,125.1,55.15,304.1,237.9,107.5,47.13,187.1,84.27,37.37,38.14,16.8,7.626,0.2336
40,22000,38,5.89E-03,10.27,10.13,13.29,5.855,4.879,10.18,13.2,5.946,4.768,17.6,7.729,6.443,3.544,2.794,2.406,121.7,196,166.6,133.4,59.28,27.85,316.3,268.4,215.5,95.48,45.16,228.2,182.7,81.22,38.16,147.1,65.05,30.91,29.01,13.64,6.596,0.2323
41,22050,38,7.48E-03,7.818,8.139,10.14,4.561,3.389,8.759,10.66,4.962,3.425,13.57,6.084,4.532,2.895,1.971,1.604,156.5,253.9,215.2,172.8,77.5,36.28,412.3,349.2,280.7,125.7,58.98,296,237.7,106.7,49.93,191.2,85.57,40.22,38.57,18.02,8.549,0.2349
42,22100,38,5.89E-03,10.25,10.31,12.61,5.482,4.263,10.63,12.7,5.688,4.16,15.88,6.904,5.443,3.163,2.306,1.97,145.5,236.8,199.8,161.7,71.73,34.18,385.9,325.3,263.5,116.6,55.7,274.6,222.1,98.65,46.99,180,79.68,38.08,35.61,16.92,8.12,0.2362
43,22150,38,2.22E-03,9.353,9.981,11.61,5.299,3.576,10.85,12.46,5.795,3.733,14.74,6.74,4.571,3.18,2.052,1.5,148.5,239.8,203.3,162.4,71.85,33.57,388.1,328.3,262.9,115.8,54.44,278.4,222.3,98.46,45.97,178.3,78.45,36.99,34.95,16.25,7.753,0.2361
44,22200,38,1.71E-03,10.91,11.67,13.06,6.032,3.902,12.65,14,6.543,4.08,15.92,7.316,4.797,3.429,2.159,1.523,229.2,370,314.7,251.5,112.8,52.77,598,508,406.6,181.9,85.32,432.1,345.3,155,72.47,276.5,123.7,58.09,55.77,26.01,12.27,0.235
