  ,Itt,par,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18,par19,par20,par21,par22,par23,par24,par25,par26,par27,par28
386,39300,28,2.09E-04,7.19E-03,0.2496,0.4668,0.3021,0.203,0.89,0.5579,0.4013,0.3687,0.2368,0.1931,1.417,1.929,1.761,0.9346,0.4203,2.719,2.38,1.316,0.5199,2.191,1.151,0.5305,0.6426,0.255,0.1559,0.2411
387,39350,28,2.04E-04,8.89E-03,0.2496,0.49,0.2913,0.2301,0.9799,0.5644,0.4753,0.3431,0.2589,0.2431,1.284,1.66,1.626,0.7727,0.4087,2.21,2.088,1.037,0.4969,2.063,0.9674,0.5237,0.4929,0.2299,0.1474,0.2414
388,39400,28,1.26E-04,8.15E-03,0.2986,0.5947,0.3418,0.2806,1.192,0.6779,0.5684,0.3926,0.3177,0.2765,1.555,2.08,1.956,0.9657,0.459,2.831,2.604,1.325,0.5938,2.465,1.203,0.5818,0.6296,0.2739,0.146,0.2422
389,39450,28,1.77E-04,8.82E-03,0.2638,0.5321,0.2994,0.2568,1.078,0.6018,0.5245,0.3408,0.2888,0.2586,1.495,1.958,1.885,0.9158,0.4715,2.617,2.458,1.227,0.5918,2.381,1.145,0.598,0.5866,0.2798,0.1648,0.2436
390,39500,28,7.24E-04,9.90E-03,0.2158,0.4326,0.2446,0.2037,0.8779,0.4859,0.4223,0.2789,0.2254,0.2105,2.064,2.778,2.57,1.344,0.6421,3.795,3.45,1.83,0.831,3.203,1.666,0.803,0.8943,0.4088,0.2209,0.24
391,39550,28,1.48E-03,7.12E-03,0.1232,0.2425,0.1421,0.1119,0.4834,0.2775,0.2287,0.1647,0.1263,0.1133,1.553,2.147,1.934,1.009,0.4433,3.019,2.664,1.418,0.5853,2.411,1.247,0.5551,0.6794,0.2795,0.1441,0.2403
392,39600,28,1.83E-05,8.17E-03,0.1116,0.2037,0.1349,8.04E-02,0.3776,0.2444,0.1546,0.1639,9.46E-02,6.90E-02,1.076,1.416,1.357,0.6627,0.3345,1.924,1.775,0.8948,0.4083,1.713,0.8285,0.4256,0.4253,0.1963,0.1221,0.2436
393,39650,28,3.56E-04,7.76E-03,0.1951,0.357,0.2359,0.1422,0.6592,0.4295,0.2688,0.2859,0.169,0.1162,1.031,1.411,1.296,0.6427,0.2856,2.01,1.76,0.9148,0.3474,1.633,0.798,0.3653,0.427,0.1613,0.1056,0.2422
394,39700,28,2.40E-04,8.29E-03,0.1159,0.2162,0.1387,9.04E-02,0.4058,0.2579,0.1723,0.1665,0.107,7.60E-02,1.699,2.292,2.148,1.044,0.4645,3.254,2.867,1.487,0.5441,2.723,1.303,0.6017,0.687,0.2491,0.1728,0.2408
395,39750,28,2.19E-04,6.15E-03,0.2286,0.4253,0.2729,0.1746,0.7952,0.5064,0.3297,0.3264,0.2067,0.1399,2.02,2.806,2.538,1.283,0.5111,3.975,3.516,1.809,0.6649,3.193,1.605,0.6471,0.8324,0.3114,0.1592,0.2414
396,39800,28,7.46E-05,9.60E-03,0.2091,0.3867,0.2514,0.1583,0.7197,0.4634,0.2987,0.303,0.1883,0.1278,1.299,1.715,1.65,0.7854,0.3731,2.459,2.153,1.1,0.3688,2.099,0.9856,0.4879,0.5066,0.1875,0.1871,0.2402
397,39850,28,1.20E-04,7.51E-03,0.1397,0.2571,0.1685,0.1044,0.4794,0.3077,0.1997,0.2043,0.1229,8.76E-02,1.277,1.648,1.619,0.783,0.3899,2.281,2.063,1.078,0.4129,2.058,0.9787,0.5088,0.5181,0.201,0.1733,0.2425
398,39900,28,1.09E-04,1.02E-02,0.248,0.4599,0.2968,0.1877,0.8579,0.5483,0.3545,0.356,0.222,0.1504,1.62,2.094,2.063,0.9739,0.4794,2.796,2.657,1.278,0.5672,2.628,1.234,0.6151,0.6022,0.2778,0.1745,0.243
399,39950,28,3.38E-05,8.53E-03,0.2483,0.4606,0.297,0.1879,0.8613,0.5479,0.3574,0.3563,0.221,0.1537,1.913,2.384,2.428,1.174,0.6352,3.08,3.016,1.488,0.7219,3.084,1.486,0.8125,0.7314,0.3731,0.2582,0.2403
400,40000,28,1.74E-04,6.81E-03,0.2382,0.4595,0.278,0.2036,0.8941,0.5332,0.403,0.3256,0.2336,0.1879,2.877,3.797,3.618,1.824,0.8758,5.135,4.765,2.428,1.076,4.55,2.29,1.107,1.165,0.5402,0.3204,0.2401
401,40050,28,3.15E-05,7.55E-03,0.2326,0.4464,0.2715,0.1942,0.8711,0.5153,0.3914,0.3193,0.2193,0.1867,3.49,4.908,4.355,2.293,0.8819,6.992,6.117,3.241,1.176,5.434,2.858,1.105,1.518,0.5667,0.2698,0.2408
402,40100,28,4.06E-05,7.41E-03,0.3152,0.5931,0.3708,0.2439,1.136,0.6892,0.485,0.4395,0.2762,0.2225,4.905,6.713,6.109,3.279,1.341,9.293,8.359,4.495,1.76,7.61,4.082,1.673,2.201,0.89,0.4227,0.243
403,40150,28,2.37E-06,9.96E-03,0.4259,0.7704,0.5132,0.289,1.415,0.9195,0.5502,0.6222,0.3371,0.2317,5.609,7.855,6.952,3.881,1.38,11.09,9.73,5.45,1.867,8.617,4.807,1.715,2.695,0.9431,0.3869,0.2426
404,40200,28,6.43E-05,7.84E-03,0.3126,0.5616,0.3777,0.2055,1.031,0.6687,0.3972,0.4605,0.2364,0.1705,5.835,8.365,7.242,3.968,1.333,12.16,10.37,5.72,1.791,8.991,4.921,1.662,2.712,0.8831,0.391,0.243
405,40250,28,5.66E-04,8.72E-03,0.3359,0.5863,0.4144,0.2019,1.045,0.7142,0.3796,0.5151,0.2377,0.1564,5.487,7.591,6.834,3.658,1.462,10.64,9.445,5.084,1.932,8.513,4.552,1.828,2.448,0.9586,0.4525,0.2403
406,40300,28,1.46E-04,8.03E-03,0.2825,0.4991,0.3455,0.176,0.8969,0.6038,0.3305,0.4253,0.2072,0.135,8.83,11.88,11.02,5.826,2.592,16.07,14.82,7.848,3.422,13.75,7.269,3.239,3.849,1.702,0.8052,0.2423
407,40350,28,6.96E-04,8.56E-03,0.1731,0.3261,0.2026,0.133,0.6321,0.3741,0.2723,0.2406,0.1464,0.1297,5.148,6.978,6.434,3.363,1.469,9.588,8.715,4.574,1.904,8.042,4.202,1.841,2.201,0.9497,0.4795,0.2405
408,40400,28,2.53E-04,6.64E-03,0.1879,0.3479,0.2227,0.1366,0.6598,0.4054,0.2724,0.2669,0.1535,0.1239,4.562,6.294,5.689,3.001,1.251,8.76,7.845,4.153,1.674,7.095,3.741,1.563,1.98,0.815,0.3797,0.2405
409,40450,28,4.18E-05,6.30E-03,9.34E-02,0.1586,0.1179,5.18E-02,0.2898,0.1919,0.1151,0.1522,5.47E-02,6.50E-02,5.361,7.31,6.663,3.623,1.519,10.05,9.079,4.952,2.017,8.28,4.5,1.891,2.453,1.018,0.4675,0.2444
410,40500,28,5.42E-05,8.23E-03,0.1968,0.3462,0.2436,0.1253,0.6205,0.4236,0.2353,0.3037,0.1491,9.92E-02,4.105,5.639,5.098,2.784,1.132,7.799,7,3.83,1.521,6.332,3.455,1.408,1.894,0.7641,0.335,0.2404
411,40550,28,7.68E-04,1.14E-02,0.1536,0.2778,0.1878,0.1094,0.5153,0.3343,0.2144,0.2321,0.1271,9.98E-02,2.477,3.499,3.053,1.737,0.6407,5.017,4.307,2.465,0.8604,3.764,2.138,0.7928,1.226,0.4433,0.1941,0.2419
412,40600,28,8.63E-05,6.42E-03,0.3171,0.597,0.3775,0.2549,1.136,0.7054,0.4947,0.4519,0.2972,0.2241,2.721,3.789,3.359,1.885,0.7534,5.405,4.667,2.646,0.9729,4.148,2.323,0.9354,1.318,0.5123,0.2553,0.2406
413,40650,28,1.66E-04,7.55E-03,0.3442,0.6376,0.4163,0.2676,1.195,0.7651,0.513,0.5063,0.3166,0.2304,2.709,3.468,3.374,1.824,0.9172,4.529,4.311,2.351,1.122,4.204,2.266,1.145,1.244,0.6117,0.344,0.2422
414,40700,28,3.36E-04,6.20E-03,0.4213,0.7459,0.5219,0.2798,1.33,0.9199,0.5079,0.6485,0.3417,0.2027,3.107,3.797,3.903,1.993,1.167,4.741,4.766,2.438,1.363,4.904,2.5,1.467,1.29,0.7503,0.4805,0.2386
415,40750,28,2.98E-05,8.45E-03,0.3569,0.6178,0.4518,0.2259,1.08,0.7774,0.4042,0.5739,0.2805,0.1602,2.502,3.043,3.123,1.666,0.9598,3.761,3.797,2.026,1.13,3.902,2.075,1.198,1.124,0.6427,0.3934,0.2412
416,40800,28,5.66E-05,8.63E-03,0.3038,0.5315,0.3821,0.1996,0.9436,0.662,0.3654,0.4837,0.2437,0.1508,1.74,2.265,2.156,1.181,0.598,3.016,2.8,1.552,0.7374,2.675,1.457,0.7439,0.8188,0.4004,0.232,0.2428
417,40850,28,1.54E-04,9.18E-03,0.4688,0.8259,0.5905,0.322,1.468,1.035,0.5827,0.7467,0.3992,0.241,2.976,3.715,3.758,1.832,1.068,4.715,4.681,2.309,1.284,4.747,2.306,1.352,1.149,0.6476,0.4152,0.241
418,40900,28,1.10E-03,7.29E-03,0.5769,1.018,0.726,0.3987,1.813,1.275,0.7215,0.9171,0.4941,0.2979,1.438,1.901,1.797,0.9296,0.4604,2.599,2.361,1.266,0.5608,2.25,1.152,0.5824,0.6291,0.2799,0.1753,0.2428
419,40950,28,1.93E-04,7.49E-03,0.5293,0.93,0.6675,0.3592,1.648,1.166,0.6475,0.8455,0.4459,0.2641,1.259,1.697,1.574,0.8113,0.3781,2.351,2.109,1.122,0.4779,1.971,1.006,0.4776,0.5458,0.2321,0.1308,0.241
420,41000,28,2.67E-04,8.85E-03,0.3834,0.6753,0.484,0.2646,1.204,0.8453,0.4833,0.6147,0.3263,0.2036,1.622,2.215,2.006,1.105,0.486,3.084,2.733,1.524,0.6317,2.484,1.36,0.6032,0.7695,0.3278,0.1661,0.2414
421,41050,28,6.26E-05,6.61E-03,0.2214,0.3858,0.2808,0.1467,0.6882,0.481,0.2729,0.3607,0.1775,0.117,0.973,1.412,1.187,0.7052,0.2509,2.145,1.717,1.034,0.2976,1.449,0.8572,0.3085,0.5185,0.1769,0.112,0.239
422,41100,28,2.13E-05,7.37E-03,0.2931,0.508,0.3707,0.1862,0.9007,0.6313,0.343,0.4753,0.2246,0.1396,0.9275,1.43,1.116,0.716,0.1896,2.293,1.712,1.118,0.2376,1.343,0.8573,0.231,0.5622,0.1407,7.55E-02,0.2438
423,41150,28,9.74E-06,1.14E-02,0.2997,0.517,0.3862,0.199,0.9039,0.6587,0.3546,0.5025,0.2502,0.144,0.8457,1.334,1.017,0.657,0.1449,2.185,1.598,1.047,0.1748,1.224,0.7864,0.1763,0.5199,0.1085,6.27E-02,0.2428
424,41200,28,8.20E-05,7.71E-03,0.2884,0.4805,0.3832,0.1786,0.8079,0.6344,0.3047,0.512,0.2343,0.1193,0.6721,1.036,0.8077,0.5269,0.1296,1.64,1.243,0.8155,0.1696,0.9717,0.6308,0.1559,0.4202,0.1016,4.84E-02,0.2404
425,41250,28,1.04E-04,9.08E-03,0.6081,1.035,0.7948,0.3971,1.77,1.35,0.6829,1.042,0.5167,0.269,0.4402,0.6407,0.525,0.3547,0.1221,0.9528,0.7647,0.5145,0.1609,0.6271,0.4206,0.144,0.2929,0.1018,5.04E-02,0.244
426,41300,28,3.69E-06,6.49E-03,0.6127,1.051,0.7932,0.4009,1.809,1.357,0.6952,1.029,0.5165,0.2737,0.8932,1.252,1.077,0.6979,0.2577,1.776,1.511,0.9741,0.3423,1.3,0.8396,0.3091,0.552,0.2058,9.15E-02,0.2435
427,41350,28,3.00E-06,7.15E-03,0.5518,0.9725,0.6995,0.3873,1.723,1.228,0.6923,0.8902,0.488,0.2865,1.15,1.588,1.398,0.8721,0.3326,2.225,1.933,1.198,0.4304,1.701,1.058,0.4013,0.6689,0.2593,0.124,0.2438
428,41400,28,1.64E-04,9.27E-03,0.4863,0.8666,0.6075,0.344,1.556,1.076,0.6241,0.7638,0.4252,0.2577,1.219,1.642,1.492,0.898,0.374,2.236,2.011,1.205,0.4809,1.827,1.095,0.4549,0.6717,0.2822,0.1373,0.242
429,41450,28,2.62E-04,7.29E-03,0.4192,0.7221,0.541,0.2775,1.256,0.9251,0.49,0.7023,0.3526,0.1984,1.361,1.813,1.663,1.007,0.4414,2.459,2.216,1.34,0.5508,2.033,1.228,0.5378,0.7512,0.329,0.1762,0.242
430,41500,28,4.08E-04,7.92E-03,0.4677,0.8149,0.5951,0.3126,1.439,1.027,0.5667,0.7625,0.388,0.2363,1.127,1.512,1.374,0.8302,0.3679,2.101,1.847,1.108,0.4301,1.678,1.01,0.4457,0.6217,0.2772,0.1776,0.2442
431,41550,28,1.70E-04,8.04E-03,0.7878,1.354,1.021,0.5232,2.347,1.744,0.9218,1.329,0.6675,0.3747,1.394,1.91,1.707,0.9956,0.4304,2.691,2.343,1.354,0.5263,2.092,1.217,0.524,0.7219,0.3148,0.1898,0.2431
432,41600,28,7.16E-05,7.21E-03,0.4545,0.7886,0.5884,0.3163,1.386,1.012,0.5688,0.7668,0.4007,0.2449,1.548,2.119,1.895,1.119,0.4674,2.968,2.597,1.533,0.5784,2.321,1.369,0.5708,0.8173,0.3359,0.2,0.2436
433,41650,28,2.02E-04,7.99E-03,0.3921,0.69,0.5116,0.3005,1.227,0.8946,0.5456,0.6707,0.3861,0.2542,1.875,2.602,2.302,1.327,0.5466,3.644,3.195,1.847,0.7257,2.827,1.624,0.6716,0.9579,0.3776,0.1941,0.2437
434,41700,28,4.21E-04,7.19E-03,0.3924,0.672,0.5191,0.2754,1.165,0.8829,0.4899,0.6902,0.3583,0.2197,2.191,2.963,2.711,1.46,0.7185,4.032,3.664,1.984,0.9467,3.354,1.803,0.8904,0.9868,0.4683,0.2616,0.2406
435,41750,28,4.07E-04,9.12E-03,0.187,0.3381,0.2395,0.1536,0.6228,0.4284,0.2925,0.309,0.1913,0.1467,1.696,2.315,2.122,1.051,0.5311,3.193,2.895,1.442,0.6916,2.654,1.313,0.6648,0.6608,0.321,0.2005,0.2414
436,41800,28,3.83E-05,7.74E-03,0.1664,0.2968,0.2128,0.1275,0.5379,0.3765,0.2399,0.2735,0.1595,0.1167,0.9367,1.212,1.182,0.5458,0.3434,1.598,1.53,0.7075,0.4153,1.492,0.6852,0.4318,0.3303,0.1996,0.1561,0.2408
437,41850,28,4.45E-04,9.45E-03,0.2161,0.3872,0.278,0.1725,0.7024,0.4958,0.3223,0.3589,0.2191,0.1595,0.4823,0.6324,0.6064,0.2873,0.172,0.8579,0.7941,0.3852,0.1961,0.7629,0.3592,0.2166,0.1801,9.38E-02,9.38E-02,0.2417
438,41900,28,1.17E-03,1.09E-02,0.1768,0.3136,0.2301,0.1396,0.5617,0.4063,0.2555,0.3004,0.1797,0.1229,0.5433,0.7215,0.6809,0.3397,0.1763,0.9969,0.9035,0.4612,0.1941,0.8542,0.4234,0.2207,0.2215,0.1018,0.1009,0.2403
439,41950,28,5.92E-05,7.73E-03,0.1444,0.2628,0.1851,0.123,0.4811,0.3362,0.2283,0.238,0.1572,0.1132,1.087,1.456,1.358,0.6995,0.3414,1.993,1.818,0.9424,0.4113,1.696,0.8715,0.4246,0.4571,0.2153,0.1572,0.2429
440,42000,28,4.08E-05,9.38E-03,0.168,0.3077,0.2159,0.1477,0.5661,0.3944,0.2741,0.2782,0.1891,0.1361,0.6162,0.849,0.7601,0.4192,0.1884,1.202,1.046,0.5854,0.2279,0.9391,0.5131,0.232,0.2993,0.1231,9.13E-02,0.2406
441,42050,28,1.53E-04,5.80E-03,0.1646,0.3067,0.2081,0.1489,0.5753,0.3861,0.282,0.2642,0.1871,0.1418,0.7017,0.9994,0.8676,0.4761,0.1811,1.439,1.236,0.6801,0.2408,1.074,0.5867,0.2215,0.3286,0.1232,7.10E-02,0.2442
442,42100,28,1.05E-03,8.02E-03,0.2952,0.5531,0.3754,0.2783,1.038,0.7024,0.5237,0.4783,0.3537,0.2666,0.7991,1.086,0.979,0.5576,0.27,1.491,1.33,0.762,0.3527,1.2,0.681,0.3296,0.3954,0.1873,0.1093,0.2423
443,42150,28,2.19E-05,9.73E-03,0.2225,0.4105,0.2856,0.2016,0.76,0.5255,0.3743,0.3681,0.2588,0.1877,0.7625,1.045,0.9329,0.5454,0.2395,1.454,1.279,0.751,0.3093,1.142,0.6657,0.2914,0.3943,0.171,9.84E-02,0.2404
444,42200,28,1.69E-04,9.04E-03,0.2037,0.385,0.2528,0.1865,0.7294,0.4766,0.3534,0.3156,0.2324,0.1746,0.8523,1.116,1.052,0.5892,0.2955,1.491,1.376,0.778,0.3615,1.298,0.726,0.3647,0.4107,0.1994,0.1283,0.2399
445,42250,28,1.13E-04,8.65E-03,0.1985,0.373,0.2539,0.1921,0.703,0.4757,0.3622,0.3265,0.2463,0.1899,1.361,1.758,1.679,0.9376,0.4948,2.324,2.17,1.218,0.5885,2.072,1.156,0.6092,0.6486,0.336,0.2323,0.2434
446,42300,28,7.41E-05,7.58E-03,0.1764,0.3295,0.222,0.1597,0.6177,0.4134,0.3,0.2814,0.2024,0.1507,2.384,3.088,2.937,1.63,0.8949,4.045,3.804,2.119,1.118,3.619,2.008,1.102,1.117,0.6069,0.3795,0.2437
447,42350,28,2.99E-04,8.99E-03,0.1506,0.2852,0.1822,0.1299,0.5422,0.3437,0.2477,0.2222,0.1577,0.1165,2.437,3.197,3.006,1.658,0.8772,4.227,3.942,2.178,1.122,3.708,2.043,1.08,1.13,0.5953,0.3484,0.2418
448,42400,28,5.53E-04,7.16E-03,0.1232,0.2304,0.1504,0.1033,0.4344,0.2784,0.1939,0.1869,0.1269,8.94E-02,1.59,2.154,1.964,1.095,0.4874,2.949,2.66,1.486,0.6325,2.427,1.351,0.5994,0.7574,0.3364,0.1829,0.2418
449,42450,28,1.81E-04,6.78E-03,8.54E-02,0.1571,0.1055,6.89E-02,0.2943,0.1896,0.1286,0.1344,8.48E-02,5.89E-02,1.305,1.733,1.615,0.8959,0.4162,2.346,2.14,1.204,0.5263,2,1.106,0.5169,0.6236,0.2792,0.1546,0.2417
450,42500,28,1.54E-04,8.06E-03,0.1119,0.212,0.1355,9.71E-02,0.4083,0.252,0.1872,0.1684,0.1165,8.85E-02,1.55,2.045,1.923,1.06,0.4924,2.747,2.529,1.417,0.6254,2.388,1.31,0.6138,0.7371,0.3292,0.1717,0.2408
451,42550,28,2.27E-04,8.44E-03,9.71E-02,0.1864,0.1186,9.15E-02,0.3657,0.2228,0.1811,0.1488,0.1098,9.33E-02,1.276,1.707,1.592,0.8453,0.3765,2.327,2.121,1.151,0.4846,1.99,1.048,0.4716,0.5765,0.245,0.1237,0.2417
452,42600,28,1.34E-05,9.73E-03,0.1466,0.2773,0.1771,0.1257,0.538,0.326,0.2463,0.2206,0.1473,0.1158,1.955,2.606,2.442,1.284,0.5874,3.526,3.247,1.729,0.7552,3.053,1.6,0.7367,0.853,0.3787,0.1946,0.2406
453,42650,28,3.52E-05,8.05E-03,0.2764,0.5287,0.3342,0.2495,1.02,0.6334,0.4832,0.4085,0.2994,0.2326,2.975,4.135,3.693,1.998,0.8085,5.814,5.12,2.809,1.091,4.588,2.474,1.009,1.361,0.5287,0.2376,0.2448
454,42700,28,5.91E-06,6.27E-03,0.1751,0.3293,0.2118,0.147,0.633,0.3903,0.2869,0.262,0.1731,0.1346,9.35,13.12,11.6,6.323,2.399,18.52,16.27,8.922,3.32,14.41,7.837,2.985,4.301,1.602,0.6416,0.245
455,42750,28,4.03E-04,7.52E-03,0.1746,0.3199,0.2174,0.1417,0.6055,0.3876,0.2769,0.2771,0.168,0.1329,6.738,9.43,8.362,4.538,1.776,13.24,11.69,6.371,2.461,10.38,5.628,2.207,3.068,1.187,0.4846,0.2427
456,42800,28,1.50E-05,7.69E-03,0.122,0.2313,0.1513,0.1136,0.4562,0.2778,0.233,0.1926,0.1328,0.1248,4.605,6.278,5.748,3.033,1.279,8.607,7.83,4.157,1.712,7.177,3.783,1.601,2.01,0.8291,0.3793,0.2429
457,42850,28,5.24E-06,8.48E-03,7.76E-02,0.1588,8.95E-02,8.21E-02,0.343,0.1752,0.1878,0.107,8.63E-02,0.1098,3.91,5.262,4.888,2.558,1.132,7.145,6.57,3.469,1.479,6.111,3.193,1.42,1.687,0.7232,0.362,0.2402
458,42900,28,4.83E-05,7.27E-03,8.09E-02,0.1651,9.29E-02,8.38E-02,0.3502,0.1835,0.1855,0.1097,9.03E-02,0.1039,2.33,3.14,2.906,1.547,0.6762,4.256,3.913,2.093,0.8925,3.624,1.927,0.8443,1.032,0.4426,0.2139,0.2429
459,42950,28,2.37E-05,8.87E-03,5.12E-02,0.1061,5.79E-02,5.48E-02,0.2317,0.1146,0.1258,6.85E-02,5.71E-02,7.33E-02,2.539,3.376,3.176,1.663,0.7516,4.519,4.221,2.223,0.9782,3.975,2.079,0.9421,1.095,0.4847,0.2414,0.2401
460,43000,28,1.43E-04,5.84E-03,5.61E-02,0.1114,6.74E-02,5.80E-02,0.2336,0.1278,0.1277,8.43E-02,6.41E-02,7.40E-02,2.536,3.344,3.18,1.652,0.7569,4.436,4.19,2.187,0.9759,3.987,2.07,0.9494,1.08,0.4872,0.2483,0.2413
461,43050,28,8.87E-04,9.46E-03,5.74E-02,0.1086,7.16E-02,5.40E-02,0.2135,0.131,0.1091,9.23E-02,6.40E-02,5.77E-02,4.086,5.431,5.092,2.693,1.282,7.258,6.767,3.588,1.672,6.347,3.354,1.598,1.778,0.8391,0.4352,0.2435
462,43100,28,3.50E-04,7.67E-03,4.86E-02,9.38E-02,5.92E-02,4.63E-02,0.1857,0.1117,9.36E-02,7.38E-02,5.49E-02,4.97E-02,3.917,5.249,4.864,2.642,1.2,7.056,6.518,3.545,1.59,6.042,3.279,1.489,1.785,0.8084,0.3915,0.2419
463,43150,28,7.08E-03,7.40E-03,7.75E-02,0.146,9.50E-02,6.80E-02,0.2814,0.1753,0.1338,0.1189,8.08E-02,6.58E-02,4.22,5.732,5.27,2.838,1.109,7.808,7.158,3.857,1.485,6.583,3.542,1.383,1.914,0.747,0.3173,0.2426
464,43200,28,6.41E-05,7.01E-03,6.06E-02,0.1112,7.72E-02,5.30E-02,0.2102,0.1381,0.1026,0.1007,6.51E-02,5.22E-02,2.162,2.953,2.713,1.413,0.5466,4.056,3.704,1.933,0.7282,3.406,1.771,0.6838,0.9304,0.3601,0.1591,0.2412
465,43250,28,4.53E-04,7.94E-03,6.84E-02,0.1232,8.92E-02,5.91E-02,0.2263,0.1579,0.1104,0.1181,7.57E-02,5.65E-02,1.61,2.304,2.025,1.046,0.3091,3.323,2.895,1.504,0.4261,2.548,1.313,0.3883,0.6872,0.2005,7.50E-02,0.2391
466,43300,28,1.14E-04,7.35E-03,5.26E-02,9.67E-02,6.75E-02,4.77E-02,0.1814,0.1224,9.11E-02,8.79E-02,6.02E-02,4.81E-02,1.117,1.637,1.383,0.7678,0.2271,2.437,2.022,1.139,0.3097,1.715,0.9473,0.282,0.5372,0.1518,6.67E-02,0.2421
467,43350,28,2.19E-05,9.04E-03,7.67E-02,0.1416,9.75E-02,6.82E-02,0.266,0.1773,0.1301,0.1258,8.50E-02,6.59E-02,1.15,1.606,1.437,0.7678,0.2733,2.292,2,1.09,0.3491,1.797,0.9552,0.3432,0.5217,0.1743,9.29E-02,0.2424
468,43400,28,8.07E-04,8.10E-03,6.92E-02,0.127,8.65E-02,5.72E-02,0.2386,0.1559,0.1099,0.1104,7.00E-02,5.41E-02,1.051,1.45,1.312,0.6989,0.2701,2.081,1.802,0.9917,0.3136,1.64,0.8676,0.341,0.478,0.1636,0.1192,0.2424
469,43450,28,1.49E-04,6.29E-03,9.02E-02,0.1638,0.1122,7.00E-02,0.3017,0.2018,0.1319,0.1411,8.62E-02,6.22E-02,0.4945,0.6689,0.6168,0.331,0.1374,0.946,0.8311,0.4583,0.1544,0.7703,0.4109,0.1723,0.2267,8.63E-02,6.61E-02,0.2416
470,43500,28,6.11E-04,8.87E-03,0.1153,0.2043,0.1457,8.40E-02,0.3682,0.2549,0.1546,0.1865,0.104,6.86E-02,0.4332,0.6238,0.5399,0.294,8.72E-02,0.9389,0.7748,0.4333,9.30E-02,0.6736,0.3649,0.1098,0.2041,5.31E-02,4.64E-02,0.2428
471,43550,28,2.43E-03,7.21E-03,0.1144,0.201,0.1468,8.41E-02,0.3598,0.2536,0.1528,0.1917,0.1058,6.78E-02,0.4345,0.6437,0.546,0.287,6.27E-02,1.015,0.806,0.4392,3.98E-02,0.6866,0.3593,8.03E-02,0.1942,3.05E-02,5.81E-02,0.2424
472,43600,28,1.42E-03,6.20E-03,0.1384,0.2469,0.1784,0.1115,0.4471,0.3138,0.2029,0.2336,0.1417,9.38E-02,0.3368,0.5549,0.4195,0.2392,1.33E-04,0.9614,0.6892,0.4033,-3.99E-02,0.523,0.297,1.04E-03,0.173,-6.89E-03,3.66E-02,0.2443
473,43650,28,4.70E-05,6.86E-03,0.1838,0.3176,0.2459,0.1451,0.5579,0.4191,0.2575,0.3327,0.1904,0.1211,0.3645,0.5861,0.4574,0.2495,8.13E-03,0.9861,0.7364,0.4036,-2.93E-02,0.5745,0.3121,8.29E-03,0.174,3.94E-03,4.46E-02,0.2419
474,43700,28,5.23E-06,8.56E-03,0.127,0.2289,0.1632,0.106,0.4204,0.2896,0.1978,0.2129,0.1334,9.62E-02,0.3405,0.4964,0.4254,0.2323,5.82E-02,0.7622,0.6211,0.3417,4.51E-02,0.5316,0.2895,7.15E-02,0.1631,3.49E-02,5.33E-02,0.241
475,43750,28,1.19E-04,8.43E-03,0.1192,0.2201,0.1488,0.101,0.416,0.2695,0.1957,0.189,0.122,9.61E-02,0.4429,0.6305,0.5521,0.3165,7.59E-02,0.9596,0.7882,0.4545,4.33E-02,0.6887,0.393,9.23E-02,0.2354,4.72E-02,8.36E-02,0.2439
476,43800,28,2.85E-04,7.36E-03,0.1138,0.2151,0.1381,9.89E-02,0.4191,0.254,0.1979,0.1722,0.1149,9.81E-02,0.4565,0.6361,0.5665,0.3317,9.41E-02,0.9448,0.7912,0.4642,7.38E-02,0.7033,0.411,0.1145,0.2439,6.62E-02,7.82E-02,0.2415
477,43850,28,3.98E-04,7.19E-03,0.1073,0.2034,0.1294,9.25E-02,0.3959,0.2399,0.1859,0.1599,0.1084,9.50E-02,0.7687,1.08,0.9543,0.5466,0.1645,1.552,1.342,0.7679,0.1941,1.185,0.6779,0.2023,0.3921,0.1152,7.59E-02,0.2448
478,43900,28,3.25E-05,7.59E-03,0.1271,0.2424,0.1537,0.1134,0.4691,0.2902,0.2242,0.1878,0.1351,0.1135,0.5359,0.8027,0.6695,0.3734,6.46E-02,1.221,1.003,0.5613,8.05E-02,0.8369,0.4651,8.05E-02,0.2666,4.22E-02,2.54E-02,0.2418
479,43950,28,4.00E-03,9.17E-03,0.1077,0.2059,0.1316,9.98E-02,0.399,0.2499,0.1981,0.162,0.1209,0.1052,0.3738,0.5587,0.4671,0.2595,4.66E-02,0.8562,0.6979,0.3916,4.95E-02,0.584,0.3235,5.83E-02,0.1849,2.71E-02,2.80E-02,0.2444
480,44000,28,4.39E-04,7.19E-03,9.13E-02,0.1717,0.1128,8.10E-02,0.3306,0.2093,0.1624,0.1413,9.80E-02,8.82E-02,0.4019,0.5983,0.4979,0.2902,5.83E-02,0.9055,0.7411,0.4335,7.31E-02,0.6171,0.3585,7.19E-02,0.214,4.02E-02,2.33E-02,0.2402
481,44050,28,6.14E-05,6.87E-03,0.1208,0.2193,0.1533,9.89E-02,0.4032,0.2766,0.1868,0.1956,0.1244,9.37E-02,0.4011,0.5748,0.4962,0.2797,9.08E-02,0.8382,0.7106,0.4041,0.1173,0.6144,0.3442,0.1126,0.2028,5.99E-02,3.34E-02,0.2422
