  ,Itt,par,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18,par19,par20,par21,par22,par23,par24,par25,par26,par27,par28
1,20050,28,1.19E-04,9.71E-03,3.74E-02,6.46E-02,5.27E-02,2.58E-02,0.1211,8.93E-02,5.67E-02,7.77E-02,3.59E-02,3.36E-02,1.282,1.495,1.737,0.8023,0.5701,1.761,2.019,0.9447,0.6449,2.363,1.086,0.7838,0.5086,0.3492,0.2794,0.2421
2,20100,28,6.42E-04,8.59E-03,3.13E-02,5.61E-02,4.42E-02,2.44E-02,0.1071,7.77E-02,5.17E-02,6.51E-02,3.35E-02,2.91E-02,2.334,2.727,3.169,1.469,1.037,3.202,3.69,1.723,1.19,4.321,1.993,1.429,0.9293,0.6467,0.4933,0.2426
3,20150,28,4.69E-04,9.21E-03,3.55E-02,6.41E-02,5.06E-02,2.84E-02,0.1293,9.05E-02,6.88E-02,7.47E-02,4.05E-02,4.58E-02,1.404,1.62,1.917,0.8817,0.6568,1.887,2.201,1.026,0.7357,2.629,1.202,0.9126,0.5596,0.4041,0.3364,0.2439
4,20200,28,1.59E-04,9.18E-03,3.21E-02,5.68E-02,4.82E-02,2.52E-02,0.1143,8.18E-02,6.13E-02,7.63E-02,3.49E-02,4.05E-02,1.66,1.978,2.233,1.072,0.7018,2.37,2.656,1.284,0.8222,3.009,1.441,0.9505,0.697,0.4462,0.3126,0.2419
5,20250,28,2.22E-04,9.15E-03,3.61E-02,6.05E-02,5.18E-02,2.30E-02,0.1181,8.06E-02,5.76E-02,8.07E-02,2.75E-02,3.72E-02,2.517,2.965,3.363,1.598,1.087,3.512,3.961,1.895,1.265,4.5,2.137,1.458,1.024,0.6813,0.487,0.2406
6,20300,28,1.39E-04,8.99E-03,5.22E-02,8.82E-02,7.35E-02,3.35E-02,0.1595,0.1187,6.81E-02,0.1092,4.26E-02,3.47E-02,1.44,1.746,1.905,0.9427,0.5694,2.129,2.308,1.151,0.6783,2.528,1.249,0.7605,0.6237,0.3678,0.2402,0.2441
7,20350,28,3.49E-05,8.19E-03,7.41E-02,0.1363,9.59E-02,5.86E-02,0.2596,0.1717,0.1173,0.1296,7.21E-02,5.72E-02,1.124,1.297,1.499,0.6934,0.5043,1.515,1.727,0.8112,0.565,2.007,0.9259,0.6801,0.4359,0.303,0.246,0.2422
8,20400,28,2.45E-04,6.53E-03,8.01E-02,0.1479,0.1039,6.43E-02,0.28,0.1888,0.1263,0.1386,8.10E-02,6.04E-02,0.9009,1.021,1.204,0.5429,0.4198,1.179,1.36,0.6287,0.4549,1.616,0.725,0.569,0.3369,0.2423,0.2186,0.2423
9,20450,28,2.43E-03,9.00E-03,9.82E-02,0.1846,0.1293,8.39E-02,0.3534,0.2397,0.1643,0.1779,0.1091,7.95E-02,1.046,1.138,1.402,0.5884,0.5178,1.257,1.521,0.6506,0.5464,1.888,0.7893,0.7057,0.3399,0.2853,0.2794,0.2428
10,20500,28,9.04E-05,7.92E-03,0.1012,0.1957,0.1248,8.99E-02,0.3865,0.2365,0.1823,0.1609,0.1076,8.96E-02,1.547,1.714,2.052,0.8796,0.7266,1.919,2.266,0.9861,0.785,2.731,1.165,0.9763,0.5088,0.4044,0.3659,0.242
11,20550,28,4.91E-04,7.10E-03,0.1146,0.2232,0.1367,0.1018,0.4426,0.2627,0.2076,0.1685,0.1193,0.1017,0.8277,0.9264,1.107,0.488,0.3962,1.06,1.233,0.5624,0.4241,1.488,0.6509,0.5394,0.3016,0.2227,0.2102,0.2412
12,20600,28,5.74E-05,7.38E-03,8.37E-02,0.1567,0.1066,6.91E-02,0.3031,0.1945,0.1399,0.1408,8.36E-02,6.89E-02,0.753,0.8705,0.9947,0.4553,0.3276,1.03,1.14,0.5403,0.3553,1.324,0.5983,0.4463,0.2858,0.187,0.1698,0.2395
13,20650,28,3.56E-03,6.85E-03,0.1025,0.194,0.1261,8.55E-02,0.3809,0.2307,0.1764,0.1628,9.79E-02,8.73E-02,0.577,0.6283,0.7713,0.331,0.293,0.7134,0.8257,0.3775,0.2887,1.041,0.435,0.4081,0.201,0.1516,0.182,0.2421
14,20700,28,6.79E-04,6.26E-03,0.1196,0.2299,0.1484,0.1049,0.4623,0.2766,0.2244,0.1902,0.1214,0.118,0.5867,0.6843,0.7718,0.3774,0.2675,0.8113,0.8914,0.4467,0.2966,1.024,0.4936,0.3645,0.248,0.1668,0.1428,0.2415
15,20750,28,6.27E-05,8.97E-03,8.23E-02,0.1503,0.1059,6.35E-02,0.29,0.1866,0.1332,0.1406,7.46E-02,6.85E-02,0.4517,0.5237,0.5904,0.2892,0.2084,0.6227,0.6759,0.3447,0.2254,0.7796,0.3742,0.2834,0.1926,0.1258,0.1158,0.2424
16,20800,28,4.19E-05,7.66E-03,0.1046,0.1945,0.135,8.55E-02,0.3742,0.2455,0.1726,0.1785,0.1047,8.53E-02,0.4477,0.5191,0.5813,0.2873,0.2057,0.6188,0.6689,0.3454,0.2239,0.7615,0.3726,0.2759,0.1966,0.1254,0.112,0.2405
17,20850,28,3.93E-05,7.41E-03,8.93E-02,0.1742,0.1104,8.14E-02,0.358,0.2087,0.1799,0.1396,9.32E-02,9.88E-02,0.4371,0.5276,0.5574,0.2858,0.1712,0.6437,0.6693,0.3484,0.1989,0.7231,0.3709,0.2332,0.1976,0.1191,8.97E-02,0.2421
18,20900,28,7.83E-05,7.83E-03,6.27E-02,0.1146,8.04E-02,4.83E-02,0.2233,0.142,0.1043,0.1057,5.66E-02,5.59E-02,0.3375,0.3966,0.4203,0.198,0.1232,0.4745,0.4935,0.2403,0.1395,0.5412,0.2602,0.1718,0.1361,8.41E-02,6.92E-02,0.2413
19,20950,28,8.36E-05,7.70E-03,4.36E-02,7.62E-02,5.91E-02,3.06E-02,0.1479,0.1012,7.14E-02,8.24E-02,3.94E-02,4.40E-02,0.3203,0.3704,0.4228,0.2146,0.1599,0.4413,0.4889,0.2605,0.1775,0.5723,0.2946,0.2257,0.1656,0.113,0.1003,0.2421
20,21000,28,1.00E-04,6.97E-03,4.21E-02,7.16E-02,5.80E-02,2.72E-02,0.1349,9.62E-02,6.24E-02,8.25E-02,3.54E-02,3.76E-02,0.3483,0.4036,0.4653,0.2383,0.1797,0.485,0.5387,0.291,0.1968,0.6301,0.3233,0.2477,0.1805,0.1191,0.1078,0.243
21,21050,28,2.74E-04,7.32E-03,3.55E-02,6.18E-02,4.88E-02,2.47E-02,0.1167,8.28E-02,5.41E-02,7.02E-02,3.24E-02,3.11E-02,0.3963,0.4492,0.5331,0.2534,0.2023,0.5341,0.6017,0.3078,0.2118,0.7313,0.348,0.2861,0.1865,0.1244,0.1278,0.2414
22,21100,28,5.47E-05,1.01E-02,5.46E-02,9.73E-02,7.75E-02,4.22E-02,0.1792,0.1381,8.24E-02,0.1113,6.03E-02,4.21E-02,0.5377,0.59,0.7285,0.3109,0.2708,0.6648,0.7964,0.3555,0.285,0.9985,0.4273,0.38,0.2,0.157,0.1582,0.243
23,21150,28,4.97E-05,7.33E-03,4.84E-02,9.03E-02,6.73E-02,4.19E-02,0.1747,0.1253,8.63E-02,9.45E-02,5.85E-02,4.70E-02,0.6197,0.6268,0.8677,0.3492,0.3904,0.6625,0.8671,0.3732,0.3701,1.234,0.4932,0.5711,0.2209,0.2158,0.2845,0.2421
24,21200,28,8.53E-06,7.43E-03,6.28E-02,0.1189,8.85E-02,5.73E-02,0.2301,0.1674,0.1147,0.1257,8.09E-02,6.04E-02,0.6594,0.7203,0.8941,0.3974,0.3556,0.8182,0.9597,0.4517,0.3558,1.235,0.5393,0.5127,0.2577,0.2067,0.2393,0.2434
25,21250,28,5.79E-05,8.07E-03,4.87E-02,9.17E-02,6.57E-02,4.26E-02,0.1763,0.1233,8.44E-02,8.94E-02,5.71E-02,4.25E-02,0.4314,0.4895,0.6159,0.3014,0.2531,0.5713,0.6889,0.3514,0.271,0.9059,0.4384,0.3902,0.2276,0.182,0.1843,0.2396
26,21300,28,1.84E-04,9.97E-03,4.33E-02,8.46E-02,5.93E-02,4.23E-02,0.1689,0.115,8.67E-02,8.21E-02,5.70E-02,4.62E-02,0.4646,0.5417,0.6275,0.3107,0.2287,0.644,0.7205,0.3681,0.2518,0.8713,0.4238,0.3344,0.2182,0.1558,0.1429,0.2427
27,21350,28,1.38E-04,8.22E-03,6.86E-02,0.1315,9.28E-02,6.29E-02,0.257,0.1769,0.1268,0.1259,8.42E-02,6.56E-02,0.2605,0.2925,0.3645,0.1679,0.1406,0.3396,0.4008,0.1944,0.1457,0.5346,0.2423,0.2221,0.1204,9.59E-02,0.1049,0.2427
28,21400,28,4.15E-04,9.03E-03,7.69E-02,0.1469,0.1048,7.02E-02,0.2878,0.1988,0.1431,0.1435,9.44E-02,7.53E-02,0.191,0.221,0.2412,0.112,7.69E-02,0.266,0.2705,0.135,7.74E-02,0.3297,0.149,0.1228,7.74E-02,5.08E-02,5.93E-02,0.2422
29,21450,28,4.50E-04,7.14E-03,5.83E-02,0.115,8.04E-02,5.85E-02,0.2318,0.1576,0.1213,0.1118,7.98E-02,6.59E-02,0.148,0.1696,0.181,8.16E-02,5.57E-02,0.2017,0.2036,9.93E-02,5.79E-02,0.2337,0.1053,8.18E-02,5.72E-02,3.58E-02,3.79E-02,0.2419
30,21500,28,1.37E-04,1.01E-02,4.04E-02,8.05E-02,5.52E-02,4.13E-02,0.165,0.1093,8.81E-02,7.62E-02,5.60E-02,4.98E-02,9.91E-02,0.1056,0.1247,4.57E-02,3.99E-02,0.1182,0.1295,5.33E-02,3.82E-02,0.1673,6.11E-02,6.09E-02,3.04E-02,2.20E-02,2.84E-02,0.2423
31,21550,28,1.86E-04,7.11E-03,3.96E-02,7.67E-02,5.42E-02,3.77E-02,0.1545,0.1045,8.06E-02,7.48E-02,5.12E-02,4.56E-02,0.1917,0.2196,0.219,9.13E-02,5.25E-02,0.257,0.2467,0.1082,5.53E-02,0.2695,0.114,8.01E-02,5.69E-02,3.57E-02,3.67E-02,0.2382
32,21600,28,1.99E-05,6.44E-03,3.91E-02,7.50E-02,5.49E-02,3.69E-02,0.1477,0.1052,7.56E-02,7.80E-02,5.19E-02,4.12E-02,0.189,0.2286,0.2308,0.1163,6.42E-02,0.2825,0.2722,0.1426,6.96E-02,0.2993,0.1481,9.86E-02,8.09E-02,4.80E-02,4.70E-02,0.2409
33,21650,28,2.39E-04,8.11E-03,2.49E-02,5.21E-02,3.41E-02,2.88E-02,0.1131,7.10E-02,6.54E-02,4.77E-02,3.93E-02,4.00E-02,0.1557,0.1907,0.1821,9.26E-02,4.42E-02,0.2393,0.2181,0.1166,4.80E-02,0.2223,0.1095,6.21E-02,6.17E-02,2.89E-02,2.66E-02,0.2447
34,21700,28,2.58E-04,8.15E-03,2.87E-02,5.88E-02,3.87E-02,3.12E-02,0.1232,7.86E-02,6.73E-02,5.30E-02,4.16E-02,3.84E-02,0.2155,0.2501,0.2547,0.1058,5.82E-02,0.2954,0.2931,0.126,6.29E-02,0.3073,0.1272,7.60E-02,5.80E-02,3.04E-02,2.63E-02,0.2417
35,21750,28,2.02E-05,7.11E-03,2.59E-02,5.33E-02,3.51E-02,2.86E-02,0.1161,7.06E-02,6.64E-02,4.95E-02,3.75E-02,4.08E-02,0.2654,0.3117,0.3198,0.1373,7.48E-02,0.3718,0.3725,0.1652,8.27E-02,0.3948,0.1674,9.84E-02,7.70E-02,3.95E-02,3.14E-02,0.2419
36,21800,28,5.81E-04,8.37E-03,1.68E-02,3.85E-02,2.15E-02,2.32E-02,9.61E-02,4.81E-02,6.29E-02,2.92E-02,2.88E-02,4.42E-02,0.2452,0.2857,0.2812,0.1135,5.55E-02,0.3381,0.3245,0.135,5.89E-02,0.3312,0.1317,7.14E-02,5.75E-02,2.71E-02,2.45E-02,0.2411
37,21850,28,6.55E-04,8.04E-03,2.75E-02,6.33E-02,3.37E-02,3.76E-02,0.1585,7.42E-02,0.1018,4.33E-02,4.26E-02,6.98E-02,0.1691,0.1876,0.2012,8.50E-02,6.23E-02,0.2145,0.2164,9.67E-02,6.07E-02,0.2538,0.1017,8.72E-02,4.69E-02,3.23E-02,3.93E-02,0.2418
38,21900,28,3.82E-04,1.04E-02,2.12E-02,4.04E-02,2.77E-02,1.88E-02,8.55E-02,5.18E-02,4.64E-02,3.76E-02,2.37E-02,3.01E-02,0.2058,0.2272,0.2597,0.1112,8.79E-02,0.2571,0.2796,0.1265,9.03E-02,0.3434,0.1412,0.1251,6.95E-02,5.25E-02,5.60E-02,0.2417
39,21950,28,1.98E-04,8.09E-03,1.69E-02,2.95E-02,2.22E-02,1.13E-02,6.07E-02,3.82E-02,3.19E-02,3.06E-02,1.50E-02,2.36E-02,0.161,0.1782,0.1981,8.37E-02,6.35E-02,0.2077,0.2077,9.78E-02,5.82E-02,0.2632,0.1005,9.62E-02,5.18E-02,3.39E-02,4.80E-02,0.2434
40,22000,28,2.27E-04,8.20E-03,3.28E-02,5.69E-02,4.03E-02,2.04E-02,0.1077,7.05E-02,4.78E-02,5.05E-02,2.65E-02,2.96E-02,0.1574,0.1721,0.2056,8.52E-02,7.09E-02,0.193,0.2176,9.51E-02,7.11E-02,0.2882,0.1126,0.1078,5.05E-02,4.03E-02,4.62E-02,0.2425
41,22050,28,2.43E-04,5.70E-03,3.18E-02,5.56E-02,3.72E-02,1.97E-02,0.108,6.58E-02,4.89E-02,4.49E-02,2.46E-02,3.19E-02,0.2179,0.2507,0.2721,0.1254,8.52E-02,0.2929,0.3096,0.1474,9.40E-02,0.3504,0.1576,0.1143,7.69E-02,4.95E-02,4.13E-02,0.2435
42,22100,28,5.41E-05,1.09E-02,4.82E-02,8.23E-02,5.38E-02,2.60E-02,0.1533,9.14E-02,6.12E-02,6.13E-02,2.92E-02,3.61E-02,0.2581,0.2964,0.3253,0.1517,0.1059,0.3467,0.3694,0.1793,0.1168,0.4173,0.19,0.1397,9.53E-02,6.08E-02,5.03E-02,0.2449
43,22150,28,1.75E-04,7.67E-03,2.20E-02,3.83E-02,2.50E-02,1.31E-02,8.90E-02,4.75E-02,5.38E-02,3.07E-02,2.10E-02,5.10E-02,0.2983,0.3409,0.3705,0.1685,0.1167,0.3954,0.4174,0.1974,0.1288,0.4727,0.2071,0.1537,0.1014,6.49E-02,5.29E-02,0.2413
44,22200,28,4.05E-05,6.63E-03,2.17E-02,3.75E-02,2.54E-02,1.28E-02,8.19E-02,4.76E-02,4.63E-02,3.24E-02,2.11E-02,4.17E-02,0.3667,0.3968,0.4881,0.1897,0.1634,0.4465,0.512,0.2197,0.1636,0.6701,0.2412,0.2332,0.1124,7.62E-02,8.65E-02,0.2431
45,22250,28,9.22E-05,6.30E-03,2.01E-02,3.76E-02,2.18E-02,1.48E-02,9.53E-02,4.16E-02,6.10E-02,2.54E-02,1.81E-02,5.55E-02,0.3786,0.4108,0.504,0.1849,0.1542,0.4558,0.5396,0.2093,0.1599,0.6819,0.2419,0.2133,9.94E-02,7.11E-02,7.10E-02,0.2422
46,22300,28,5.66E-04,6.82E-03,2.06E-02,3.31E-02,2.22E-02,8.18E-03,7.52E-02,3.74E-02,4.24E-02,2.63E-02,1.21E-02,4.29E-02,0.3561,0.3705,0.4968,0.1721,0.1717,0.3994,0.5111,0.1911,0.1689,0.7,0.2366,0.2455,9.53E-02,7.68E-02,9.23E-02,0.2402
47,22350,28,1.56E-04,9.64E-03,2.12E-02,3.91E-02,2.36E-02,1.53E-02,9.36E-02,4.38E-02,5.63E-02,2.79E-02,1.82E-02,4.81E-02,0.3614,0.3795,0.4993,0.1766,0.1703,0.4109,0.518,0.1941,0.1679,0.6977,0.2411,0.2432,9.48E-02,7.85E-02,9.37E-02,0.2435
48,22400,28,4.53E-05,7.65E-03,2.61E-02,4.84E-02,2.94E-02,1.95E-02,0.1138,5.40E-02,6.70E-02,3.46E-02,2.18E-02,5.50E-02,0.42,0.4264,0.5804,0.179,0.1919,0.4429,0.5841,0.1878,0.185,0.8082,0.2461,0.2729,8.29E-02,7.91E-02,0.1016,0.2434
49,22450,28,5.05E-04,7.45E-03,2.45E-02,3.60E-02,2.83E-02,6.35E-03,8.03E-02,4.02E-02,4.43E-02,3.42E-02,6.24E-03,4.69E-02,0.3903,0.4231,0.5222,0.1784,0.1463,0.4704,0.5606,0.2008,0.147,0.7068,0.2396,0.2066,9.09E-02,6.54E-02,7.32E-02,0.2417
50,22500,28,1.27E-04,7.34E-03,3.76E-02,6.18E-02,4.23E-02,1.76E-02,0.1259,6.86E-02,6.04E-02,4.92E-02,1.92E-02,4.93E-02,0.4419,0.4961,0.5692,0.2155,0.151,0.5693,0.6352,0.253,0.1615,0.7386,0.277,0.2007,0.1178,6.98E-02,6.11E-02,0.2438
51,22550,28,5.17E-04,7.08E-03,3.61E-02,6.07E-02,4.23E-02,1.97E-02,0.1257,7.05E-02,6.37E-02,5.09E-02,2.27E-02,5.10E-02,0.5716,0.6508,0.7292,0.2874,0.1902,0.7517,0.827,0.3373,0.21,0.936,0.3672,0.2492,0.1572,9.35E-02,7.23E-02,0.2411
52,22600,28,7.88E-06,7.91E-03,2.45E-02,3.63E-02,2.92E-02,7.05E-03,7.38E-02,4.45E-02,3.74E-02,3.65E-02,1.08E-02,3.87E-02,0.5693,0.6471,0.7262,0.2919,0.1976,0.7464,0.8204,0.341,0.2167,0.9367,0.3741,0.2633,0.1623,0.1006,8.19E-02,0.2439
53,22650,28,8.30E-06,7.96E-03,3.18E-02,4.53E-02,3.66E-02,6.31E-03,9.10E-02,5.87E-02,4.67E-02,4.52E-02,1.72E-02,5.54E-02,0.3967,0.446,0.5088,0.2014,0.1433,0.5112,0.5674,0.2342,0.1535,0.6591,0.2578,0.1915,0.1109,7.00E-02,6.19E-02,0.2433
54,22700,28,2.33E-04,6.80E-03,4.37E-02,7.13E-02,5.31E-02,2.16E-02,0.1384,9.31E-02,6.75E-02,6.84E-02,3.65E-02,5.83E-02,0.2365,0.2548,0.3115,0.1148,9.85E-02,0.2978,0.3245,0.14,8.55E-02,0.4185,0.1455,0.1422,6.91E-02,3.57E-02,6.22E-02,0.2407
55,22750,28,3.23E-04,8.92E-03,7.11E-02,0.1123,8.35E-02,2.90E-02,0.2247,0.147,0.1157,0.1048,5.72E-02,0.1155,0.2202,0.2414,0.295,0.1158,9.56E-02,0.2823,0.3152,0.1396,8.95E-02,0.4015,0.1511,0.1376,7.15E-02,4.14E-02,5.74E-02,0.2418
56,22800,28,5.53E-04,7.83E-03,7.30E-02,0.1292,9.14E-02,5.09E-02,0.2761,0.18,0.1617,0.1234,9.21E-02,0.1436,0.3494,0.3637,0.4868,0.1769,0.1779,0.3917,0.5005,0.193,0.1731,0.6844,0.245,0.257,9.80E-02,8.51E-02,0.1058,0.2411
57,22850,28,4.47E-05,7.99E-03,0.1087,0.1929,0.1409,7.90E-02,0.4105,0.2758,0.2425,0.1949,0.1419,0.2115,0.17,0.1737,0.2357,8.19E-02,8.69E-02,0.1928,0.2331,9.42E-02,7.49E-02,0.3351,0.1115,0.1319,4.95E-02,3.60E-02,6.17E-02,0.2433
58,22900,28,5.23E-04,7.55E-03,6.94E-02,0.1266,9.07E-02,5.53E-02,0.2973,0.1884,0.1994,0.1288,0.1073,0.191,0.216,0.2201,0.3162,0.12,0.1315,0.2429,0.3124,0.1338,0.1156,0.4726,0.1732,0.2067,7.71E-02,6.58E-02,0.1034,0.2423
59,22950,28,5.61E-05,8.52E-03,5.79E-02,9.87E-02,6.97E-02,3.45E-02,0.2,0.1316,0.1069,9.17E-02,6.20E-02,9.36E-02,0.3537,0.3005,0.5466,0.1583,0.2729,0.2786,0.4591,0.1542,0.2158,0.8494,0.2429,0.429,9.00E-02,0.1117,0.2257,0.2426
60,23000,28,1.42E-05,7.42E-03,5.55E-02,9.40E-02,6.68E-02,3.23E-02,0.1739,0.1183,7.65E-02,8.44E-02,4.75E-02,5.16E-02,0.2984,0.2576,0.4626,0.135,0.2254,0.2368,0.3965,0.1291,0.1852,0.7215,0.2095,0.355,7.46E-02,9.70E-02,0.1805,0.2396
61,23050,28,4.94E-05,7.29E-03,8.98E-02,0.1495,0.1013,4.62E-02,0.2628,0.1729,9.74E-02,0.1175,5.92E-02,5.42E-02,0.1985,0.181,0.3077,9.98E-02,0.1455,0.1861,0.2731,0.1063,0.1152,0.4824,0.1516,0.235,6.36E-02,6.33E-02,0.125,0.244
62,23100,28,1.57E-04,7.87E-03,8.08E-02,0.1251,8.61E-02,2.70E-02,0.2133,0.1393,7.07E-02,9.50E-02,3.82E-02,5.18E-02,0.5215,0.5507,0.802,0.3356,0.3434,0.5991,0.8406,0.3675,0.3484,1.24,0.515,0.5382,0.2289,0.2144,0.2431,0.244
63,23150,28,4.77E-04,6.32E-03,4.36E-02,7.32E-02,4.79E-02,2.28E-02,0.1361,8.32E-02,5.70E-02,5.42E-02,2.93E-02,3.88E-02,0.289,0.3191,0.4501,0.2055,0.1909,0.3638,0.4971,0.2392,0.2061,0.709,0.3266,0.3055,0.1643,0.1373,0.1366,0.2446
64,23200,28,6.11E-05,7.24E-03,3.67E-02,5.80E-02,4.02E-02,1.46E-02,0.1003,6.52E-02,3.54E-02,4.55E-02,1.88E-02,2.37E-02,0.2389,0.2683,0.3556,0.1635,0.1408,0.3257,0.3921,0.2039,0.1409,0.5381,0.2427,0.2218,0.1334,8.79E-02,0.1028,0.2438
65,23250,28,1.45E-04,8.88E-03,2.92E-02,4.95E-02,3.14E-02,1.57E-02,9.08E-02,5.35E-02,3.62E-02,3.42E-02,1.74E-02,2.16E-02,0.3178,0.3578,0.4842,0.2272,0.1984,0.4288,0.5375,0.2778,0.2052,0.7488,0.3472,0.3173,0.1875,0.1349,0.1473,0.2408
66,23300,28,2.13E-04,8.03E-03,4.10E-02,6.80E-02,4.46E-02,2.06E-02,0.1205,7.44E-02,4.44E-02,4.89E-02,2.29E-02,2.43E-02,0.4223,0.4991,0.6222,0.3109,0.2327,0.609,0.7282,0.382,0.2598,0.932,0.4634,0.3624,0.2493,0.1715,0.1557,0.2438
67,23350,28,5.97E-04,8.39E-03,2.76E-02,4.88E-02,2.90E-02,1.75E-02,9.36E-02,5.17E-02,4.08E-02,3.06E-02,1.90E-02,2.46E-02,0.4605,0.5379,0.6493,0.3084,0.2255,0.6496,0.7502,0.3759,0.2459,0.9303,0.4385,0.3374,0.2265,0.149,0.1388,0.2395
68,23400,28,1.47E-04,7.28E-03,2.56E-02,4.51E-02,2.72E-02,1.62E-02,8.93E-02,4.88E-02,4.20E-02,2.92E-02,1.83E-02,2.87E-02,0.6704,0.8198,0.9026,0.4557,0.2714,1.016,1.1,0.569,0.3225,1.23,0.6226,0.3832,0.3299,0.1895,0.1329,0.2394
69,23450,28,2.79E-04,8.97E-03,2.38E-02,4.34E-02,2.44E-02,1.66E-02,8.87E-02,4.52E-02,4.30E-02,2.54E-02,1.80E-02,2.88E-02,0.6626,0.8132,0.8683,0.4334,0.2411,1.01,1.059,0.5394,0.2843,1.152,0.5738,0.3347,0.2967,0.1613,0.1129,0.241
70,23500,28,1.59E-04,7.28E-03,1.92E-02,3.83E-02,2.06E-02,1.79E-02,8.41E-02,4.15E-02,4.62E-02,2.24E-02,2.00E-02,3.08E-02,0.5807,0.7266,0.7899,0.4199,0.2376,0.9312,0.9739,0.5367,0.2725,1.098,0.5758,0.3548,0.3198,0.1724,0.1421,0.2403
71,23550,28,3.42E-04,7.69E-03,1.80E-02,3.70E-02,1.96E-02,1.82E-02,8.31E-02,4.09E-02,4.71E-02,2.16E-02,2.09E-02,3.16E-02,0.5272,0.6821,0.6982,0.3942,0.1913,0.908,0.8909,0.5266,0.2234,0.9704,0.5479,0.3086,0.3344,0.1646,0.1399,0.2403
72,23600,28,1.19E-05,8.94E-03,1.72E-02,3.59E-02,1.88E-02,1.82E-02,8.46E-02,4.02E-02,5.08E-02,2.13E-02,2.14E-02,3.64E-02,0.4114,0.5229,0.5188,0.2734,0.1223,0.7017,0.6432,0.3733,0.1226,0.7007,0.3671,0.2118,0.2284,9.55E-02,0.113,0.2424
73,23650,28,2.42E-03,7.79E-03,1.95E-02,3.89E-02,1.90E-02,1.73E-02,9.03E-02,3.97E-02,5.18E-02,1.93E-02,1.95E-02,3.90E-02,0.3447,0.4803,0.4365,0.2753,8.73E-02,0.7036,0.6049,0.4173,0.1038,0.5944,0.3803,0.1571,0.2822,9.02E-02,8.01E-02,0.243
74,23700,28,1.69E-04,5.84E-03,1.86E-02,3.81E-02,1.88E-02,1.82E-02,9.14E-02,4.07E-02,5.53E-02,2.02E-02,2.16E-02,4.24E-02,0.3486,0.4748,0.4397,0.2675,9.31E-02,0.6775,0.5858,0.3863,0.1001,0.6035,0.3653,0.1762,0.2527,9.32E-02,0.1001,0.2399
75,23750,28,1.18E-03,8.52E-03,2.91E-02,5.74E-02,2.99E-02,2.57E-02,0.1236,6.05E-02,6.47E-02,3.15E-02,2.87E-02,4.17E-02,0.4194,0.5417,0.5571,0.314,0.1543,0.7191,0.712,0.4199,0.1831,0.7609,0.4268,0.2309,0.2585,0.1203,9.17E-02,0.2391
76,23800,28,2.20E-05,7.09E-03,4.10E-02,8.90E-02,4.44E-02,4.74E-02,0.2059,9.75E-02,0.12,4.89E-02,5.31E-02,7.76E-02,0.3058,0.3767,0.4189,0.2188,0.1323,0.4801,0.5119,0.2833,0.1522,0.5909,0.31,0.2017,0.1801,0.1006,8.42E-02,0.2416
77,23850,28,3.87E-05,7.14E-03,4.10E-02,9.50E-02,4.53E-02,5.55E-02,0.2342,0.1062,0.1473,5.06E-02,6.32E-02,0.1001,0.1699,0.2053,0.233,0.1176,7.55E-02,0.2647,0.2768,0.156,7.96E-02,0.3334,0.1678,0.1206,0.1019,5.41E-02,5.68E-02,0.2411
78,23900,28,1.04E-03,7.67E-03,1.92E-02,4.78E-02,2.19E-02,3.07E-02,0.1293,5.54E-02,9.02E-02,2.56E-02,3.65E-02,6.76E-02,0.1747,0.2112,0.2177,0.1038,5.47E-02,0.2698,0.2575,0.1362,5.43E-02,0.2911,0.1398,9.20E-02,8.20E-02,3.98E-02,4.77E-02,0.2424
79,23950,28,4.54E-05,6.98E-03,1.20E-02,2.63E-02,1.38E-02,1.45E-02,7.33E-02,3.07E-02,5.24E-02,1.61E-02,1.74E-02,4.47E-02,0.1939,0.2313,0.2467,0.118,6.91E-02,0.2958,0.2826,0.1522,6.20E-02,0.3289,0.1502,0.1088,8.42E-02,3.77E-02,5.54E-02,0.2425
80,24000,28,1.21E-04,7.88E-03,1.07E-02,2.16E-02,1.27E-02,1.07E-02,5.99E-02,2.67E-02,4.34E-02,1.54E-02,1.42E-02,3.97E-02,0.1182,0.151,0.1474,8.01E-02,3.54E-02,0.2062,0.1787,0.1089,3.00E-02,0.1989,0.102,6.41E-02,6.34E-02,2.41E-02,3.80E-02,0.2414
81,24050,28,1.25E-04,9.10E-03,1.09E-02,1.84E-02,1.24E-02,5.94E-03,4.69E-02,2.26E-02,3.14E-02,1.45E-02,9.20E-03,3.22E-02,0.1606,0.2137,0.1848,0.1044,2.69E-02,0.2957,0.2365,0.1436,2.17E-02,0.2255,0.1205,4.83E-02,7.36E-02,1.65E-02,2.83E-02,0.2429
82,24100,28,5.96E-04,8.04E-03,1.02E-02,1.38E-02,1.13E-02,8.37E-04,2.66E-02,1.58E-02,1.19E-02,1.29E-02,2.17E-03,1.47E-02,0.1768,0.2302,0.2039,0.1069,2.85E-02,0.3099,0.26,0.1461,2.79E-02,0.2443,0.1246,4.45E-02,7.37E-02,1.68E-02,2.04E-02,0.2423
